garment_type,order_quantity,num_stitch_operations,target_sewing_time_mins
Dress,2077,19,5245.74
Hoodie,2022,21,6452.0
T-Shirt,3378,6,1798.24
Hoodie,159,16,464.2
T-Shirt,2064,8,1173.48
Trouser,2383,10,3314.27
Uniform,4995,18,11264.06
Shirt,3226,11,2869.6
Shirt,1384,12,1511.34
Jacket,1277,29,5889.08
Jeans,512,17,1151.96
Uniform,2515,14,5318.26
Jeans,3940,18,7593.32
Jacket,4713,20,18652.99
Jacket,2466,22,11280.96
Jeans,3490,17,7569.73
Jeans,1282,16,2559.33
Jacket,2403,25,11514.68
Jeans,599,14,1089.63
Kurti,3813,10,6286.73
Jeans,4370,16,9463.49
Jacket,3034,29,14461.42
Dress,337,16,878.56
Uniform,4083,15,8945.79
Dress,4001,16,10162.91
Jeans,4761,17,10073.91
Uniform,4868,12,8954.56
T-Shirt,2520,7,1502.26
Jacket,2769,20,12470.34
Hoodie,4447,21,13694.24
Jeans,1243,12,2390.5
Kurti,1324,16,2430.98
Hoodie,2388,16,6526.86
Shirt,3348,11,3584.67
Shirt,4512,12,4671.37
Shirt,3083,12,3139.22
Shirt,689,8,669.49
Blazer,4640,29,25793.12
Blazer,898,28,4934.7
Trouser,3229,15,4613.26
Hoodie,1872,21,6129.58
Jeans,3324,14,6729.52
Jeans,4421,13,8706.18
Trouser,1458,14,2452.95
Hoodie,1044,22,3448.49
Shirt,3998,11,4204.94
Hoodie,4861,21,13720.17
Blazer,4446,28,24455.65
Hoodie,3701,22,11558.89
T-Shirt,3362,8,1932.54
Trouser,192,15,277.15
Kurti,3148,13,5131.41
Hoodie,1686,22,5395.3
T-Shirt,4070,7,2542.01
T-Shirt,1042,8,610.36
Jeans,1739,16,3218.86
Kurti,2528,12,3803.03
T-Shirt,2094,6,1286.72
Hoodie,788,20,2344.35
Jacket,2144,28,9267.61
T-Shirt,2852,5,1445.84
T-Shirt,3102,5,1738.58
Jeans,388,13,735.95
Uniform,1155,14,2574.05
Jeans,1982,18,3692.84
T-Shirt,376,5,176.1
T-Shirt,2507,7,1511.33
Jeans,4389,17,8822.67
Blazer,2883,27,15826.5
Kurti,890,11,1610.77
T-Shirt,3864,8,2367.64
Shirt,4324,9,3734.06
Jacket,1331,20,5876.87
Jacket,2141,25,9291.11
Hoodie,4291,20,12287.93
Uniform,2178,18,4431.17
Blazer,3023,30,18110.91
Hoodie,4330,22,14773.71
Blazer,1568,23,7210.75
Jeans,2527,16,5197.81
Kurti,4192,12,6951.62
Shirt,718,8,651.61
Hoodie,4832,22,14949.97
Kurti,3903,16,7042.68
Jacket,489,28,2295.74
T-Shirt,267,7,139.88
Shirt,2745,9,2587.73
Jeans,3099,17,6283.83
T-Shirt,3050,7,1737.48
Jacket,2257,24,9682.66
Shirt,3646,11,3643.04
Kurti,3764,15,6763.88
Trouser,1452,14,2280.33
Jeans,930,17,2054.95
Jacket,4758,24,21616.17
Trouser,4226,15,6031.11
Blazer,2585,26,12369.73
Blazer,3034,24,15362.08
Jacket,2350,25,10795.77
Hoodie,3297,20,9393.74
Trouser,1454,15,2029.21
T-Shirt,2489,5,1405.16
T-Shirt,573,8,347.47
Jacket,2440,20,10364.36
T-Shirt,359,5,217.7
Trouser,691,13,1090.38
Blazer,1724,24,8671.01
Jeans,3274,13,6089.02
Jacket,2134,28,10283.6
Uniform,1235,18,2458.38
Kurti,4656,13,6879.48
Jacket,3653,25,17048.83
Dress,3842,16,8280.05
Blazer,1798,30,10629.42
T-Shirt,2456,6,1377.65
Hoodie,1108,17,3587.3
Jeans,1438,18,3151.24
Dress,833,14,1919.08
Shirt,1124,10,1123.32
Dress,3654,17,8092.95
Hoodie,2639,19,7445.86
Dress,2860,20,7704.09
Dress,628,14,1368.01
Dress,1571,17,3596.38
Kurti,659,14,1105.03
Blazer,3370,25,17422.33
Kurti,4640,15,7272.17
Hoodie,2763,20,8491.02
Blazer,434,25,2024.31
Jacket,2619,21,11903.66
Jacket,3965,21,15480.14
Shirt,4641,8,4702.89
Trouser,3382,10,4765.51
Jacket,4795,27,23351.12
Shirt,4020,9,4030.48
Hoodie,1009,17,2632.4
Blazer,4733,30,28286.13
Jeans,1815,13,3129.32
Dress,2663,20,6797.02
Uniform,1188,15,2606.31
Jacket,2728,20,11657.8
Hoodie,719,20,2357.17
Jacket,1637,30,8125.47
Hoodie,1994,20,6137.56
Jacket,567,27,2452.98
T-Shirt,4320,8,2433.07
Trouser,4731,10,7351.5
Hoodie,2847,18,8161.75
Uniform,3389,13,6617.99
Uniform,2555,15,5083.34
Dress,207,14,536.17
Uniform,2092,14,4224.28
Uniform,3700,13,7830.28
T-Shirt,4110,8,2512.94
Blazer,3162,23,16144.92
Trouser,487,13,749.86
Kurti,549,13,835.38
Blazer,401,22,2118.73
Uniform,1932,14,4320.61
Blazer,4582,27,27003.12
Blazer,3093,22,14141.46
Jeans,3440,16,7218.88
Jeans,282,14,472.63
Jeans,4633,16,9618.31
Blazer,4538,24,21467.51
Trouser,1233,15,1869.93
Kurti,1444,16,2618.15
Trouser,4009,15,5867.23
Shirt,688,11,605.1
Uniform,3441,15,6922.17
T-Shirt,1503,8,841.44
Kurti,1892,15,2887.44
Blazer,321,29,1797.21
Jacket,1698,26,7065.47
Shirt,4506,10,4433.54
Blazer,3806,25,19448.27
Dress,1459,16,3590.39
Shirt,4910,10,4483.74
Kurti,3207,14,5890.32
Jeans,549,15,1010.78
Uniform,1389,17,3181.03
Uniform,2247,13,4607.61
Hoodie,1310,19,3945.03
T-Shirt,2444,8,1386.95
Kurti,4454,14,6805.37
Blazer,3226,23,15681.34
Shirt,1387,11,1465.6
Shirt,3308,10,3405.2
Kurti,4612,10,7554.33
Jacket,1826,27,7961.78
Trouser,3083,10,4008.3
Kurti,3199,15,5427.92
Trouser,384,13,610.79
Uniform,603,17,1256.97
Shirt,2483,10,2287.39
Dress,476,15,1094.02
Hoodie,886,20,2805.6
Shirt,2799,9,2695.83
Uniform,4719,13,8606.36
Jeans,1684,18,3245.43
Uniform,1018,18,2151.46
Shirt,3530,9,3332.49
Jeans,4272,12,7112.59
Uniform,4042,15,8626.49
Kurti,1011,15,1866.36
Shirt,3202,8,3056.66
Jacket,3419,21,13534.57
Jeans,4954,17,9008.56
Kurti,2686,11,4328.5
Dress,3115,15,6926.83
Hoodie,3138,16,8433.97
T-Shirt,2779,7,1570.08
Kurti,2407,15,3892.26
Hoodie,2681,22,8137.46
Uniform,4232,17,9388.14
Jacket,4502,20,17491.05
T-Shirt,2092,7,1246.58
Blazer,4992,26,28473.16
Jacket,1652,22,6920.42
Jacket,480,30,2483.04
Uniform,920,14,1817.21
Hoodie,2116,16,6183.22
Blazer,2286,28,13003.19
Trouser,1483,14,2229.82
T-Shirt,4047,5,2408.77
Dress,4926,20,11521.78
Shirt,1157,10,1109.08
Jeans,3874,18,8435.09
Jeans,4042,17,8249.03
T-Shirt,1258,6,607.48
Hoodie,2402,18,7852.96
Blazer,1713,26,9911.49
Blazer,4839,24,27495.48
Shirt,2056,12,2005.32
Dress,1479,14,3130.18
Dress,4571,14,9808.53
T-Shirt,4416,6,2484.21
Blazer,1254,24,5995.93
Trouser,4593,11,7257.48
Dress,629,14,1457.56
Shirt,411,11,432.27
Blazer,2623,29,14656.71
Kurti,1296,13,2145.3
Kurti,730,12,1134.88
Blazer,307,28,1718.04
Kurti,1762,16,3250.03
Jacket,2561,29,11894.91
Kurti,2328,14,3706.35
Hoodie,3409,21,10656.8
T-Shirt,1213,7,632.26
Dress,4051,17,9071.25
Dress,2604,19,6178.05
Jacket,1230,27,5737.0
Trouser,1481,11,2269.57
Blazer,3390,29,17267.57
Dress,1633,20,4182.06
Blazer,4749,22,24611.69
Dress,4939,20,12032.03
Dress,4737,15,11926.03
Dress,1437,15,3100.04
Kurti,2978,12,4766.15
Blazer,3601,26,20068.36
Jacket,2715,28,13276.43
Dress,4272,18,9712.69
Kurti,111,12,260.86
Uniform,548,17,1094.29
Shirt,4826,9,4623.0
Jacket,2350,27,10530.92
Uniform,1143,15,2214.52
Jacket,4919,20,21898.53
Shirt,1145,8,1125.15
Dress,3147,20,7608.42
Kurti,3614,14,6142.61
Blazer,4882,28,26801.96
Shirt,4273,12,4539.2
Blazer,2818,27,15407.35
Jeans,1002,16,1840.34
Jacket,4606,21,20072.21
Jacket,2164,28,11082.45
Jacket,2530,24,11119.46
T-Shirt,2188,5,1296.22
Jacket,3822,30,17622.78
Blazer,907,30,5436.03
T-Shirt,3290,7,1666.21
Trouser,2900,14,3995.72
Trouser,1878,14,3070.01
Jacket,2927,20,12042.28
Trouser,2938,10,4353.6
T-Shirt,3570,8,2179.76
Jacket,2864,24,12247.76
Jacket,4001,23,16619.63
Kurti,1868,14,3357.07
Hoodie,2191,18,6195.46
Blazer,191,28,1034.29
Jeans,3114,12,5357.87
Trouser,1077,12,1693.8
Blazer,4229,25,21691.44
T-Shirt,1337,6,709.43
T-Shirt,4793,5,2741.48
Jeans,1513,18,3179.92
Trouser,196,12,320.79
Jacket,4826,23,20711.28
Kurti,761,11,1204.39
Hoodie,3361,21,9953.86
T-Shirt,1217,6,594.61
Jeans,3809,12,7115.79
Jacket,4238,29,21364.39
Hoodie,4914,21,14493.21
Jeans,2156,18,4722.35
Trouser,404,12,600.78
Hoodie,814,21,2741.78
Shirt,570,9,555.58
T-Shirt,4754,8,2578.23
Jacket,384,24,1873.96
Kurti,4938,10,8214.41
Uniform,4235,17,8901.29
Hoodie,1037,18,3387.31
Trouser,4225,12,6581.89
Hoodie,4715,22,15905.84
Trouser,683,14,975.56
Dress,4937,19,12102.99
Dress,2177,19,4925.3
Blazer,3090,30,18540.52
Blazer,1450,28,7870.15
Kurti,1443,12,2470.88
Dress,2653,20,6624.94
Kurti,1300,16,2059.62
Hoodie,2226,18,5975.43
Dress,2308,19,5905.86
Jeans,2192,12,3777.3
T-Shirt,1420,6,854.02
T-Shirt,1625,7,912.83
Shirt,1196,8,1223.39
Hoodie,3027,17,8900.04
T-Shirt,3993,6,2273.96
Jeans,4842,17,8997.32
Hoodie,2766,17,8392.39
T-Shirt,941,5,483.18
Trouser,2758,11,4215.57
Kurti,1987,14,3197.37
Uniform,2324,14,4833.11
Shirt,4922,9,4867.1
Hoodie,4353,20,12524.55
Dress,1158,17,2719.47
Hoodie,982,22,2864.71
Shirt,4864,9,4379.0
Hoodie,1944,21,6026.04
Jeans,1633,16,3407.37
Jeans,1791,12,3308.75
Uniform,2994,13,6574.48
Blazer,4834,26,23404.04
Jacket,618,23,2457.99
Shirt,3579,9,3621.53
Jeans,926,17,1721.1
Uniform,3190,13,6269.84
Jacket,4303,20,18498.55
Jacket,659,22,2735.96
T-Shirt,1735,5,1019.4
Kurti,2137,10,3311.77
Kurti,965,16,1788.07
Dress,4535,16,10965.53
Shirt,3176,8,2657.03
Jeans,340,13,663.63
Uniform,4218,14,9428.08
Dress,3625,16,9181.93
Kurti,3362,15,5418.77
Trouser,2920,13,4294.81
Jacket,3702,23,16556.17
Jeans,1830,16,3464.43
Kurti,4254,13,7120.93
Hoodie,1554,19,4822.4
Dress,1040,17,2430.84
Uniform,337,16,785.05
Uniform,2084,16,4497.42
Jeans,1312,18,2743.66
Jeans,3377,13,6283.77
Dress,1164,14,2935.07
Jacket,1793,23,8101.18
Shirt,3048,9,3112.62
Trouser,1230,10,1614.37
Shirt,1244,12,1140.87
Kurti,2453,13,3665.99
Hoodie,1763,16,5611.85
Uniform,2096,16,4118.97
Blazer,2136,27,10516.37
Uniform,1654,12,3285.31
T-Shirt,4243,8,2553.27
Shirt,2948,9,2715.96
Jacket,2734,29,13892.23
Trouser,1609,12,2347.65
Dress,3314,17,7580.11
Hoodie,3544,17,10092.96
Kurti,3983,16,6375.36
Jeans,468,17,958.11
Trouser,2924,10,4015.89
Dress,2331,18,5418.12
Hoodie,2506,16,7983.49
Blazer,1569,25,8152.5
Trouser,500,11,764.43
T-Shirt,4936,6,2680.79
T-Shirt,4285,8,2565.67
Jacket,2400,30,12458.69
Blazer,220,29,1186.54
Hoodie,3091,21,9298.5
Dress,1571,16,3744.71
Kurti,2543,12,4390.18
T-Shirt,1106,6,625.94
Uniform,4593,16,10077.12
Hoodie,3757,17,10830.43
Dress,4643,19,12013.58
Jeans,3228,17,6806.4
Jeans,4986,17,9864.72
T-Shirt,1645,8,999.24
Blazer,129,22,641.53
Jeans,4333,13,7728.6
Kurti,2361,11,4125.74
Kurti,1419,15,2495.94
Trouser,3329,12,5100.39
T-Shirt,1196,6,588.76
Jacket,3683,20,14095.72
Jeans,1832,18,3741.66
Trouser,3668,15,5259.01
Blazer,1894,22,9897.41
Trouser,1784,10,2835.47
Uniform,4124,14,8646.12
Trouser,2220,13,3142.96
Shirt,3228,10,3290.11
Shirt,637,9,554.75
Shirt,3277,10,3176.93
Shirt,1062,11,966.04
Shirt,1753,8,1525.84
T-Shirt,4524,5,2523.73
Jeans,3980,17,8372.67
Dress,3881,20,9304.98
Hoodie,3283,22,10804.64
Jeans,2465,17,4867.81
Jeans,1396,15,2675.7
Jacket,3552,23,14093.68
Jeans,927,14,1579.3
Uniform,3464,12,6681.94
Kurti,159,11,232.72
Dress,3754,20,9142.78
Shirt,2762,9,2688.5
Uniform,570,16,1143.04
Jacket,4571,29,21628.66
Jeans,3241,15,6880.08
Hoodie,447,17,1291.91
Uniform,4620,15,10407.13
Dress,2133,15,4987.36
Hoodie,3025,17,8076.74
Uniform,2851,13,5687.1
Uniform,1396,13,2821.79
Trouser,3068,11,4112.48
Uniform,2467,18,4912.14
Uniform,1588,12,3494.3
Hoodie,495,16,1412.28
Uniform,3538,16,7979.11
Jeans,512,18,1008.43
Jeans,124,17,234.75
Dress,2153,14,5267.36
Dress,155,20,428.14
Kurti,3798,11,5617.46
Uniform,1601,13,2950.35
Blazer,119,30,743.89
Shirt,847,9,855.72
Jacket,3647,27,15585.42
Hoodie,2123,16,6595.62
Dress,4532,17,10512.3
Dress,685,15,1507.2
Dress,4433,15,10156.03
Trouser,2650,12,3686.08
Blazer,1439,27,8466.59
Uniform,2748,12,5375.32
Trouser,2754,13,4334.63
Jacket,1334,24,6487.37
Uniform,3828,18,7613.92
Shirt,1944,9,2010.54
Blazer,615,29,3688.97
Uniform,1729,14,3248.89
T-Shirt,266,8,150.97
Jacket,403,28,1730.21
Jacket,3561,27,17354.26
Uniform,1850,14,3801.13
Jeans,4375,13,8363.43
Shirt,1932,9,1700.3
Dress,1362,15,3017.24
Trouser,2098,12,3372.49
Trouser,3040,11,4556.54
Shirt,315,9,311.61
Jacket,2399,28,10346.84
Jeans,1227,12,2331.02
Trouser,743,12,1101.52
Jacket,1125,26,4818.37
Trouser,1572,12,2140.65
Hoodie,4162,21,13128.83
Blazer,220,22,1076.21
T-Shirt,4880,8,2877.48
Jeans,1204,16,2630.11
Uniform,1681,15,3802.18
Jeans,3799,17,8250.04
Trouser,4876,14,7380.51
Trouser,1572,12,2211.25
T-Shirt,3068,7,1821.1
Kurti,4936,10,7011.53
Blazer,1819,30,10534.13
Trouser,3585,15,5926.48
Dress,359,20,965.6
Jeans,1886,16,3468.26
Shirt,3349,11,3441.3
Uniform,2389,17,5374.65
Hoodie,319,18,908.83
Jacket,3286,27,16422.11
Hoodie,2112,17,5733.25
Trouser,390,10,570.32
Trouser,4478,10,7020.6
Shirt,3498,12,3395.21
Kurti,1837,13,2734.03
Kurti,2544,10,4287.19
T-Shirt,2770,7,1731.24
Jeans,3070,17,6177.61
Blazer,450,27,2428.83
Kurti,3728,11,6263.76
Jeans,110,15,211.61
Jacket,2401,25,11436.63
Blazer,1776,27,9643.13
Dress,1927,14,4665.04
Uniform,2855,12,5463.15
Jeans,3312,18,6322.94
T-Shirt,3588,8,2048.6
Shirt,3482,8,3198.35
Dress,4608,20,11052.82
Jeans,2872,15,5193.17
Dress,909,15,2188.65
Blazer,613,28,3381.45
Jeans,4359,16,8823.7
Dress,2228,19,5728.53
Uniform,3165,18,6364.75
Hoodie,4633,17,13253.44
Jeans,4353,15,7944.07
Uniform,4316,14,9279.2
T-Shirt,143,7,61.59
Shirt,3709,8,3144.99
T-Shirt,1962,6,1068.97
Jacket,2557,29,11924.29
Kurti,3906,14,6788.47
Dress,4179,17,10746.21
Hoodie,1954,20,6464.65
Blazer,944,29,5227.65
Jacket,4342,29,19056.43
Kurti,1312,13,2222.38
Trouser,1977,13,3267.04
Jeans,3400,17,7001.38
Uniform,3184,13,6243.26
Blazer,4002,28,20489.69
Uniform,3562,14,7662.43
Kurti,518,12,830.85
Shirt,3918,10,3586.24
Kurti,1929,12,2957.95
Jeans,2897,17,5492.46
Jacket,2878,24,13222.16
Hoodie,3156,22,10447.55
Kurti,4203,13,6778.46
T-Shirt,3469,7,1871.68
Uniform,4834,14,10183.46
T-Shirt,314,7,206.56
Shirt,2970,9,2779.0
Blazer,3212,22,15655.05
Hoodie,1437,21,4579.15
T-Shirt,4869,6,2687.05
Shirt,1541,11,1626.29
Hoodie,220,20,642.48
Hoodie,4740,21,14007.81
Shirt,4000,11,4120.2
Kurti,1683,16,3021.17
Jeans,542,14,993.49
Jeans,3027,17,6444.75
Jacket,994,20,4006.43
Uniform,4290,15,8999.92
Dress,4933,17,11018.92
Hoodie,4479,19,14028.97
Shirt,4175,9,3572.97
Dress,1107,16,2830.1
Dress,140,15,301.57
Hoodie,4904,19,14884.02
Shirt,936,12,922.19
Shirt,834,10,817.82
Uniform,621,12,1188.18
T-Shirt,1817,8,1001.28
Shirt,191,10,196.61
Hoodie,4137,21,11826.91
Dress,4952,16,10800.34
Shirt,3582,8,3312.26
Trouser,1981,13,3163.76
Uniform,4764,12,10238.01
Kurti,794,15,1427.19
Shirt,1868,11,1676.67
Hoodie,4337,22,14339.07
Uniform,2275,15,4882.52
Jeans,2957,13,5990.37
Uniform,3840,13,8416.19
Hoodie,1128,17,3469.65
Blazer,3262,25,18714.75
Uniform,525,13,1058.15
Shirt,2831,11,2597.07
Jeans,4560,17,8506.41
Jacket,1371,24,6506.92
Hoodie,480,22,1579.94
Trouser,3228,15,5330.64
T-Shirt,4522,6,2752.48
Blazer,3215,23,15181.78
Hoodie,3440,17,10341.49
Hoodie,1087,21,3589.67
Jacket,1417,22,6123.62
Blazer,457,23,2484.4
Kurti,2734,11,4052.86
Trouser,1615,13,2414.16
Uniform,2383,16,4945.1
Shirt,3652,11,3607.66
Jeans,3108,12,5732.23
Hoodie,1508,16,4774.17
Dress,3700,17,9772.51
Hoodie,1475,17,4553.98
Blazer,4257,22,20312.82
Shirt,2458,9,2239.71
Uniform,2058,12,4064.79
Uniform,1780,13,3304.96
Jeans,1318,12,2333.0
Blazer,2830,24,15548.28
T-Shirt,4809,6,2597.76
Shirt,3793,9,3870.65
Shirt,1084,11,1095.15
Jacket,1175,29,5445.01
Uniform,4042,15,8986.97
Shirt,2441,11,2456.14
Trouser,4898,12,7339.93
Kurti,1552,16,2653.05
Blazer,1599,22,8405.48
Uniform,4190,18,8400.2
Blazer,3992,24,20542.5
Kurti,209,12,372.1
T-Shirt,726,6,466.01
Shirt,3899,10,4049.91
T-Shirt,1734,6,1053.78
Hoodie,868,19,2804.69
Uniform,588,15,1139.86
Jacket,2251,21,10313.95
Trouser,4801,15,7167.65
Hoodie,1959,19,5717.65
Kurti,1337,10,1927.97
Kurti,861,16,1506.52
Jeans,1048,17,1971.21
Blazer,2688,25,12768.08
Jeans,317,15,605.49
Blazer,2721,25,15579.75
T-Shirt,1876,7,1167.95
Blazer,721,22,3549.45
T-Shirt,2488,6,1351.59
Dress,631,19,1663.61
Uniform,4871,17,11276.84
Dress,3160,14,7421.63
Jeans,4852,15,10341.03
T-Shirt,605,6,322.77
Uniform,3232,14,7278.19
Hoodie,1806,19,5259.03
Blazer,350,25,1720.37
Trouser,606,15,940.72
Blazer,1269,25,7305.78
Jeans,2303,14,4245.12
Shirt,684,10,639.68
Blazer,2922,23,16165.91
Dress,2405,20,5752.53
Jacket,625,26,3029.74
Blazer,4206,24,23174.33
Jeans,4167,16,8313.76
Dress,4777,16,11997.94
Kurti,1341,14,2237.47
Jeans,4925,17,8963.18
T-Shirt,2082,5,993.89
Hoodie,4774,20,15004.61
Uniform,2122,12,4088.31
Uniform,3861,15,8324.86
Uniform,4866,16,9418.76
Dress,3881,14,9030.99
Kurti,693,11,1042.56
Kurti,3911,12,5955.84
Kurti,1021,12,1696.42
Hoodie,3338,21,9695.49
Uniform,1697,16,3314.2
Dress,985,18,2637.32
Jeans,3378,14,5889.57
Jeans,361,13,630.75
Jacket,1359,28,6964.92
Shirt,2689,11,2383.98
Kurti,3836,10,5381.19
T-Shirt,1131,6,672.67
Shirt,1919,10,1840.71
Hoodie,761,21,2579.01
Dress,1773,14,3843.3
Blazer,3545,25,18437.92
Dress,4748,15,10714.67
Trouser,4665,10,6196.07
Jeans,4799,14,9819.13
Trouser,632,10,947.68
Hoodie,3504,16,9572.55
Kurti,3181,16,5872.36
Hoodie,1654,19,5360.64
Dress,3044,15,7489.8
Hoodie,966,18,2590.35
Shirt,2435,12,2406.2
Shirt,2257,8,2106.24
T-Shirt,3782,7,2370.93
Jacket,2272,28,11147.21
Hoodie,1470,19,4639.04
Jeans,1791,14,3658.63
Hoodie,136,16,374.26
T-Shirt,1471,5,778.24
Jacket,860,26,3985.03
Trouser,492,13,795.79
Dress,2799,18,7484.21
Kurti,1888,14,3363.82
Shirt,1379,8,1308.5
Jeans,3386,13,6298.91
Hoodie,2448,17,7042.57
Shirt,2060,10,2061.87
Blazer,748,24,3647.55
Jacket,1651,21,6851.8
Kurti,1873,11,3282.93
Kurti,1650,14,2594.41
Shirt,4867,8,4707.99
Jeans,2879,12,5205.5
T-Shirt,2131,8,1150.84
T-Shirt,3277,8,1768.22
T-Shirt,1791,6,899.58
Dress,4365,17,10582.18
Blazer,1284,26,6780.85
Blazer,4815,26,25086.72
Kurti,1509,10,2454.49
Jacket,636,30,2760.52
Shirt,655,11,619.58
Jeans,4423,12,7835.08
Hoodie,1821,22,6231.97
Dress,3387,18,8598.28
T-Shirt,646,7,368.26
Blazer,3731,29,21185.41
Jeans,1799,14,3175.51
Uniform,2245,18,4459.21
T-Shirt,3871,8,2382.47
Hoodie,2850,16,7569.4
Kurti,2097,15,3673.8
Jacket,2811,21,12238.42
Trouser,4602,13,7122.82
Dress,3644,20,8957.16
Jacket,2553,23,11110.22
Jeans,2362,17,4520.94
T-Shirt,1784,5,1014.2
Jeans,2833,13,5348.53
Jacket,851,24,4163.84
Jeans,646,14,1352.98
Dress,1517,14,3458.82
Jeans,1438,14,2867.37
Jeans,662,18,1386.26
Blazer,4749,28,24950.08
Jacket,1457,27,6768.92
Uniform,2062,12,3918.26
Jeans,3243,12,5550.44
Shirt,2302,10,2305.0
Trouser,1817,15,2641.35
Trouser,2478,12,4074.88
Jacket,4073,22,16133.42
T-Shirt,4529,7,2626.04
Jeans,3440,15,6987.72
Blazer,2525,24,14281.55
Blazer,915,23,4876.79
Trouser,424,14,698.32
Blazer,3214,29,18400.71
T-Shirt,3543,7,2066.93
Jacket,846,22,3489.09
Dress,2956,19,7179.62
Jeans,3278,16,6690.46
Hoodie,4733,21,14391.7
Trouser,860,14,1397.44
Jacket,3289,28,14411.96
Dress,4556,15,10607.81
Trouser,1799,10,2320.91
T-Shirt,715,7,356.42
Jacket,4827,28,21881.65
Hoodie,3711,18,10225.79
Dress,1618,15,3786.71
Blazer,4887,23,25989.84
Uniform,686,17,1451.47
Kurti,655,15,1017.49
Hoodie,3407,20,9625.65
Jacket,4176,22,18746.12
Jacket,3733,26,17144.52
Blazer,502,28,2466.95
T-Shirt,4362,8,2398.95
Blazer,2648,28,13102.64
Trouser,1710,10,2605.2
T-Shirt,3398,5,1717.03
Dress,3973,17,9087.44
Hoodie,3672,22,11670.97
Kurti,1874,15,3151.79
Jeans,3320,17,6867.34
Uniform,1170,15,2493.06
Shirt,1016,11,823.52
Dress,826,16,1946.85
Jacket,662,24,3204.36
T-Shirt,4637,6,2771.52
T-Shirt,3513,7,1858.42
Shirt,4672,12,5004.38
Hoodie,847,22,2866.82
Shirt,2733,11,2360.0
Hoodie,2868,19,9017.91
Uniform,509,17,1074.86
Jeans,4443,12,7601.36
Hoodie,3460,22,11460.51
Jeans,3969,12,7693.92
Jacket,1407,30,6501.66
Kurti,2136,10,3020.93
Dress,2494,18,6244.86
Hoodie,1186,19,3851.79
Hoodie,4472,20,12454.49
Kurti,1968,11,2936.68
Trouser,1562,12,2338.35
Dress,571,15,1322.91
Shirt,3297,10,2847.44
Shirt,4545,11,4760.52
Hoodie,4692,16,13739.17
Shirt,2296,12,2048.61
T-Shirt,4539,5,2426.34
Trouser,3034,11,4423.71
Uniform,2463,18,5786.55
Uniform,4590,16,9107.94
Hoodie,111,18,351.73
Jeans,2073,12,3602.01
Jeans,3928,17,7594.93
Hoodie,653,22,1977.52
Shirt,1328,10,1138.69
Jeans,599,18,1232.74
Dress,2966,20,6982.4
Hoodie,1224,18,3791.36
T-Shirt,2646,8,1646.63
Jeans,2827,14,5141.8
Dress,1799,20,4679.93
Dress,439,20,1111.42
Shirt,892,10,862.11
Kurti,2298,12,3769.16
Jacket,3556,21,14633.41
Hoodie,1978,17,6084.52
Shirt,3909,11,3647.77
Kurti,4210,16,7430.92
Trouser,804,14,1325.56
Kurti,3560,11,5561.61
Blazer,4644,22,23776.64
Jeans,2778,17,6085.76
Shirt,3596,12,3650.58
Shirt,4267,11,4192.03
Uniform,1718,13,3326.48
Uniform,4337,15,8840.73
Jacket,2284,30,10384.61
Trouser,4799,15,7227.26
Jacket,172,21,730.08
Shirt,1431,10,1321.55
Jeans,456,15,898.28
Jacket,3399,23,16046.35
Kurti,4838,16,9055.66
Blazer,3727,22,19882.73
Blazer,1454,22,6724.77
Jeans,2685,15,4914.1
Trouser,227,13,332.77
Hoodie,4480,19,13614.19
Blazer,1035,25,4955.96
Jeans,3380,18,7274.47
Dress,1310,17,3140.24
Jacket,3154,25,13094.87
Jacket,269,27,1187.45
Jacket,904,23,3898.14
Trouser,3134,10,4134.38
Jeans,891,17,1928.52
Trouser,2672,12,4087.39
Trouser,715,15,1155.5
Uniform,4396,17,10095.75
Blazer,1669,26,9769.14
Jeans,3478,16,6474.42
Jacket,2797,21,12586.75
Hoodie,3984,22,11373.67
Kurti,1775,14,2999.44
Jacket,472,29,2191.47
T-Shirt,4969,8,2846.75
Uniform,1432,14,2771.44
Dress,1896,16,4158.97
Shirt,3656,10,3424.74
Blazer,4083,25,23441.53
Hoodie,4427,16,12022.47
Shirt,1558,11,1430.36
Blazer,662,23,3606.66
Kurti,3071,10,5045.91
Dress,2816,15,6482.49
Shirt,1219,8,1046.83
Hoodie,4253,17,12865.29
Trouser,882,10,1347.05
Dress,4736,20,12113.76
Blazer,3893,27,20910.34
Trouser,1941,12,3153.77
Hoodie,303,22,987.01
T-Shirt,4455,8,2551.35
Blazer,3262,27,16570.55
Hoodie,2618,22,7732.27
Shirt,4234,11,4225.29
Dress,3357,19,8756.08
Kurti,2698,13,4783.0
Jacket,757,25,3122.74
Trouser,4524,15,7044.89
Jacket,3726,29,16446.86
Uniform,1389,18,3279.45
Hoodie,612,17,1661.26
Shirt,3907,10,4074.4
Kurti,3429,15,5793.36
Kurti,144,13,223.21
T-Shirt,3255,8,1844.74
Shirt,4537,10,4238.12
Jeans,4036,13,7149.11
Dress,4107,19,9238.94
Hoodie,1655,18,5147.58
Trouser,1268,13,1902.18
Jeans,260,15,484.15
T-Shirt,3563,5,1744.03
Blazer,3282,28,16677.05
Kurti,2639,14,4052.83
Shirt,2261,9,2121.58
Kurti,1802,13,2926.96
Dress,1513,18,3868.23
Dress,1523,15,3410.01
Jeans,173,14,351.54
Blazer,2317,26,12005.49
